k_folds,norm,eta,train loss,test loss,train loss,test loss,train loss,test loss,train loss,test loss
16,z_score,0.11,5,3,8,4,9,4,11,4
16,z_score,0.12,11,4,10,4,10,4,6,3
16,z_score,0.13,11,4,8,4,11,4,7,3
16,z_score,0.14,8,4,5,4,7,4,11,4
16,z_score,0.15,6,3,9,4,6,4,7,4
16,z_score,0.16,8,4,7,4,9,3,8,4
16,z_score,0.17,7,4,6,3,9,4,8,4
16,z_score,0.18,5,3,8,4,10,4,9,3
16,z_score,0.19,8,4,10,4,8,4,8,3
16,z_score,0.2,10,4,9,4,7,4,9,3
16,z_score,0.21,6,3,10,2,5,3,8,4
16,z_score,0.22,8,4,4,3,5,3,6,4
16,z_score,0.23,8,4,7,4,8,4,5,3
16,z_score,0.24,11,3,8,3,10,4,6,4
16,z_score,0.25,5,4,6,4,11,4,6,3
16,z_score,0.26,7,3,10,4,7,4,9,4
16,z_score,0.27,6,3,7,4,6,3,5,4
16,z_score,0.28,5,4,8,4,8,4,6,3
16,z_score,0.29,9,4,7,4,5,3,8,4
16,z_score,0.3,8,4,8,4,5,4,6,4
16,z_score,0.31,5,4,8,4,8,4,10,4
16,z_score,0.32,8,3,5,4,9,4,8,3
16,z_score,0.33,8,3,7,4,7,4,8,4
16,z_score,0.34,8,4,8,4,5,4,7,4
16,z_score,0.35,5,4,11,4,6,3,9,3
16,z_score,0.36,9,3,8,4,6,3,8,3
16,z_score,0.37,9,4,8,4,7,4,7,4
16,z_score,0.38,7,4,10,4,8,4,5,4
16,z_score,0.39,6,3,7,4,5,4,8,4
16,z_score,0.4,6,3,6,3,8,3,8,3
16,z_score,0.41,9,3,8,4,8,4,8,3
16,z_score,0.42,5,4,8,3,5,4,8,4
16,z_score,0.43,6,3,9,3,7,4,9,4
16,z_score,0.44,5,4,7,4,4,4,6,3
16,z_score,0.45,8,4,8,3,10,4,11,4
16,z_score,0.46,10,4,7,4,7,3,5,4
16,z_score,0.47,8,3,11,3,5,4,8,4
16,z_score,0.48,8,4,8,4,7,3,6,4
16,z_score,0.49,5,3,6,4,6,3,8,4
16,z_score,0.5,6,4,9,4,7,4,11,4
16,z_score,0.51,8,4,9,3,7,4,11,4
16,z_score,0.52,9,4,8,3,9,3,7,4
16,z_score,0.53,8,4,8,4,8,4,5,4
16,z_score,0.54,5,4,8,3,8,3,5,3
16,z_score,0.55,11,4,5,3,8,4,6,3
16,z_score,0.56,9,4,9,3,9,4,11,3
16,z_score,0.57,9,4,6,3,5,3,9,4
16,z_score,0.58,11,4,5,3,9,4,8,4
16,z_score,0.59,5,4,8,4,8,4,8,3
16,z_score,0.6,5,4,5,4,5,3,9,4
16,z_score,0.61,11,3,9,4,8,4,8,3
16,z_score,0.62,9,4,9,4,7,4,6,3
16,z_score,0.63,11,3,6,3,9,4,5,3
16,z_score,0.64,5,3,5,3,8,4,11,4
16,z_score,0.65,9,4,6,3,8,3,6,3
16,z_score,0.66,8,3,7,4,7,3,8,4
16,z_score,0.67,7,4,6,3,8,4,10,4
16,z_score,0.68,5,3,5,3,10,4,8,4
16,z_score,0.69,8,4,10,4,5,4,8,4
16,z_score,0.7,10,4,6,4,8,4,8,4
16,z_score,0.71,6,3,10,4,10,3,7,4
16,z_score,0.72,6,4,8,4,10,4,7,3
16,z_score,0.73,8,3,11,4,7,4,8,4
16,z_score,0.74,6,3,9,4,5,3,9,4
16,z_score,0.75,8,3,9,3,5,3,11,4
16,z_score,0.76,8,4,8,4,5,3,8,4
16,z_score,0.77,9,4,7,4,5,4,8,4
16,z_score,0.78,6,3,7,4,8,4,8,4
16,z_score,0.79,8,4,7,4,10,4,8,4
16,z_score,0.8,10,4,9,3,7,4,8,3
16,z_score,0.81,6,4,8,4,7,4,7,3
16,z_score,0.82,5,3,7,4,8,4,8,4
16,z_score,0.83,9,4,7,3,10,3,10,4
16,z_score,0.84,8,3,10,4,8,4,8,4
16,z_score,0.85,5,4,5,3,7,3,7,4
16,z_score,0.86,9,4,9,4,8,3,5,3
16,z_score,0.87,10,3,9,4,6,4,7,3
16,z_score,0.88,7,4,5,3,6,3,7,4
16,z_score,0.89,10,4,7,4,10,2,9,3
16,z_score,0.9,10,4,10,4,9,4,7,4
16,z_score,0.91,7,4,5,4,6,3,8,4
16,z_score,0.92,7,4,9,4,7,4,8,4
16,z_score,0.93,8,4,8,3,8,4,10,3
16,z_score,0.94,5,3,5,3,8,3,5,4
16,z_score,0.95,8,4,6,3,7,4,6,3
16,z_score,0.96,6,4,8,3,8,4,6,4
16,z_score,0.97,7,4,5,4,8,4,5,4
16,z_score,0.98,6,3,8,4,9,4,7,4
16,z_score,0.99,8,4,7,4,8,3,11,4
16,z_score,1,5,4,7,3,11,3,5,3
16,none,0.01,37,9,47,9,79,22,78,21
16,none,0.02,53,10,46,11,81,22,84,24
16,none,0.03,88,23,74,18,81,22,69,19
16,none,0.04,61,14,79,21,79,22,44,11
16,none,0.05,81,22,37,6,79,21,78,18
16,none,0.06,57,10,81,23,78,21,81,22
16,none,0.07,81,22,56,9,69,16,100,29
16,none,0.08,46,8,79,22,45,9,51,10
16,none,0.09,60,18,73,19,81,22,85,23
16,none,0.1,40,10,74,21,81,22,85,23
16,none,0.11,52,11,81,22,85,23,81,23
16,none,0.12,82,23,81,22,71,13,73,21
16,none,0.13,97,25,58,9,48,10,41,8
16,none,0.14,81,22,74,22,43,9,84,23
16,none,0.15,51,15,59,18,65,18,71,20
16,none,0.16,38,11,79,22,50,16,46,10
16,none,0.17,60,19,75,20,79,22,60,12
16,none,0.18,75,17,65,18,68,17,81,22
16,none,0.19,79,22,81,22,39,8,42,4
16,none,0.2,81,23,87,22,97,24,62,6
16,none,0.21,69,20,80,21,80,22,70,15
16,none,0.22,78,22,81,23,81,22,44,7
16,none,0.23,87,19,78,21,80,22,82,19
16,none,0.24,79,22,65,17,79,22,73,18
16,none,0.25,81,22,81,23,81,22,44,10
16,none,0.26,81,22,73,13,40,9,78,21
16,none,0.27,44,8,50,10,79,22,53,13
16,none,0.28,70,19,42,10,77,19,70,20
16,none,0.29,69,12,42,12,97,26,54,10
16,none,0.3,79,22,79,21,41,6,48,10
16,none,0.31,79,21,85,23,84,23,66,15
16,none,0.32,64,14,39,7,63,11,99,26
16,none,0.33,42,9,81,22,81,22,60,15
16,none,0.34,78,22,79,22,53,12,42,9
16,none,0.35,82,22,64,14,76,21,75,18
16,none,0.36,81,22,73,21,65,14,48,9
16,none,0.37,81,22,52,6,98,26,81,23
16,none,0.38,69,21,81,22,81,22,76,18
16,none,0.39,86,20,81,22,81,22,81,22
16,none,0.4,79,22,74,18,81,22,79,22
16,none,0.41,82,23,81,22,72,15,76,22
16,none,0.42,81,22,43,6,49,10,53,13
16,none,0.43,37,8,70,20,79,22,48,12
16,none,0.44,76,21,87,23,85,23,60,8
16,none,0.45,81,22,81,23,55,8,45,10
16,none,0.46,80,22,67,21,81,22,79,22
16,none,0.47,45,9,45,7,46,8,92,24
16,none,0.48,58,13,43,12,73,17,78,21
16,none,0.49,74,19,77,21,82,20,80,22
16,none,0.5,66,15,41,10,44,8,79,22
16,none,0.51,48,8,88,23,63,12,76,16
16,none,0.52,83,23,87,23,80,22,109,28
16,none,0.53,53,10,80,23,57,14,39,9
16,none,0.54,81,22,43,10,44,4,79,22
16,none,0.55,60,14,39,10,126,30,84,19
16,none,0.56,82,23,76,21,78,21,82,19
16,none,0.57,80,22,144,34,81,23,81,22
16,none,0.58,64,15,56,12,49,10,79,21
16,none,0.59,55,11,75,21,79,21,38,9
16,none,0.6,77,21,60,15,41,7,77,22
16,none,0.61,65,14,36,7,63,20,78,23
16,none,0.62,79,21,82,23,54,10,49,15
16,none,0.63,88,24,78,21,81,23,94,21
16,none,0.64,69,16,45,8,79,21,78,21
16,none,0.65,79,22,63,14,55,12,76,23
16,none,0.66,68,12,81,21,79,21,74,21
16,none,0.67,90,24,66,15,43,7,69,17
16,none,0.68,66,19,75,15,59,13,73,20
16,none,0.69,54,14,61,16,81,22,40,7
16,none,0.7,53,10,75,23,39,10,56,19
16,none,0.71,76,21,66,21,64,17,57,10
16,none,0.72,40,12,42,9,60,14,105,26
16,none,0.73,81,24,54,12,81,23,81,22
16,none,0.74,81,22,73,20,56,11,87,24
16,none,0.75,153,38,65,18,74,18,47,10
16,none,0.76,81,22,49,12,43,11,81,22
16,none,0.77,83,20,39,11,77,23,76,20
16,none,0.78,52,11,99,22,76,19,39,8
16,none,0.79,97,24,67,19,79,22,66,18
16,none,0.8,79,22,44,13,46,8,53,6
16,none,0.81,81,22,72,18,79,22,58,13
16,none,0.82,46,10,83,23,51,10,81,23
16,none,0.83,79,22,79,22,78,21,81,22
16,none,0.84,76,20,109,28,35,6,62,12
16,none,0.85,79,22,73,20,90,24,78,21
16,none,0.86,79,21,77,21,45,5,66,17
16,none,0.87,74,17,81,22,76,22,69,17
16,none,0.88,64,15,60,15,40,6,89,20
16,none,0.89,53,13,79,22,78,22,79,15
16,none,0.9,79,21,41,6,74,21,82,24
16,none,0.91,59,10,81,22,81,23,81,22
16,none,0.92,59,7,79,21,86,20,79,23
16,none,0.93,79,22,79,22,73,17,65,15
16,none,0.94,81,22,75,21,52,10,81,22
16,none,0.95,42,7,40,6,76,17,53,12
16,none,0.96,80,23,79,22,66,11,54,12
16,none,0.97,64,12,80,22,65,15,40,10
16,none,0.98,61,14,45,9,66,18,81,22
16,none,0.99,59,12,81,22,81,23,72,23
16,none,1,41,7,81,22,65,16,85,23
17,min_max,0.01,11,4,8,4,10,3,7,4
17,min_max,0.02,8,3,9,4,8,4,8,4
17,min_max,0.03,8,4,9,3,9,4,9,4
17,min_max,0.04,9,4,9,4,8,4,10,4
17,min_max,0.05,7,4,7,4,8,4,9,4
17,min_max,0.06,8,4,10,2,8,4,9,4
17,min_max,0.07,9,4,8,4,6,4,9,4
17,min_max,0.08,9,4,9,4,8,4,9,4
17,min_max,0.09,9,3,10,2,9,4,8,4
17,min_max,0.1,9,4,10,4,10,4,9,4
17,min_max,0.11,9,4,9,4,8,4,8,4
17,min_max,0.12,8,4,8,4,9,4,8,4
17,min_max,0.13,10,2,9,4,9,4,9,4
17,min_max,0.14,9,4,9,4,8,4,9,4
17,min_max,0.15,9,4,9,3,11,5,7,4
17,min_max,0.16,7,4,9,4,9,4,9,4
17,min_max,0.17,8,4,8,4,8,4,8,4
17,min_max,0.18,7,4,8,4,8,4,9,4
17,min_max,0.19,9,4,7,4,10,4,11,4
17,min_max,0.2,8,4,8,4,8,4,8,4
17,min_max,0.21,7,4,7,4,8,4,7,4
17,min_max,0.22,8,4,8,4,10,2,6,4
17,min_max,0.23,8,4,6,4,7,4,8,4
17,min_max,0.24,8,4,7,4,10,2,7,4
17,min_max,0.25,8,4,9,4,8,4,8,4
17,min_max,0.26,10,4,9,4,8,4,10,4
17,min_max,0.27,8,4,9,4,9,4,8,4
17,min_max,0.28,8,4,9,4,8,4,7,4
17,min_max,0.29,9,4,8,4,8,4,8,4
17,min_max,0.3,9,4,9,4,11,5,9,4
17,min_max,0.31,9,4,10,4,8,4,8,4
17,min_max,0.32,10,2,10,4,7,4,8,4
17,min_max,0.33,6,4,8,4,8,4,6,4
17,min_max,0.34,9,4,8,4,8,4,8,4
17,min_max,0.35,8,3,8,4,9,2,8,4
17,min_max,0.36,8,4,8,4,9,4,9,3
17,min_max,0.37,5,4,9,4,11,2,11,4
17,min_max,0.38,11,4,10,4,8,4,7,4
17,min_max,0.39,8,4,10,2,9,4,11,4
17,min_max,0.4,5,4,9,4,9,4,8,4
17,min_max,0.41,9,3,10,2,8,4,7,4
17,min_max,0.42,8,4,10,2,9,4,8,4
17,min_max,0.43,9,4,8,4,8,4,9,3
17,min_max,0.44,10,4,7,4,9,4,8,4
17,min_max,0.45,10,2,8,4,9,3,8,4
17,min_max,0.46,8,4,9,4,9,4,9,2
17,min_max,0.47,9,4,9,4,9,4,9,2
17,min_max,0.48,9,4,8,4,7,4,5,4
17,min_max,0.49,9,2,11,4,7,4,9,4
17,min_max,0.5,9,4,8,4,11,4,7,4
17,min_max,0.51,7,4,11,5,7,4,9,4
17,min_max,0.52,8,4,9,4,10,4,7,4
17,min_max,0.53,9,4,9,4,8,4,9,4
17,min_max,0.54,9,3,8,4,6,4,9,4
17,min_max,0.55,9,2,9,4,9,4,8,4
17,min_max,0.56,8,4,9,4,8,4,8,3
17,min_max,0.57,9,2,9,4,9,2,11,4
17,min_max,0.58,9,3,7,4,9,4,8,4
17,min_max,0.59,8,4,9,2,8,4,9,4
17,min_max,0.6,9,4,9,4,9,4,8,4
17,min_max,0.61,8,4,10,4,9,4,9,4
17,min_max,0.62,8,4,8,4,9,4,11,4
17,min_max,0.63,8,4,9,4,8,4,8,4
17,min_max,0.64,9,4,9,4,9,4,10,2
17,min_max,0.65,9,4,8,4,9,3,8,4
17,min_max,0.66,7,4,8,4,7,4,8,4
17,min_max,0.67,7,4,9,4,9,4,8,4
17,min_max,0.68,6,4,10,2,9,4,9,4
17,min_max,0.69,9,4,9,4,8,4,8,4
17,min_max,0.7,5,4,9,4,8,4,8,4
17,min_max,0.71,9,4,9,4,8,4,7,4
17,min_max,0.72,9,2,6,4,9,2,8,4
17,min_max,0.73,7,4,9,4,9,4,9,4
17,min_max,0.74,8,4,9,4,8,4,7,4
17,min_max,0.75,7,4,7,4,10,4,6,4
17,min_max,0.76,10,5,6,4,9,4,10,4
17,min_max,0.77,7,4,8,4,8,4,9,4
17,min_max,0.78,5,4,7,4,7,4,7,4
17,min_max,0.79,8,4,6,4,8,4,7,4
17,min_max,0.8,12,5,11,4,8,4,9,4
17,min_max,0.81,8,4,8,4,10,4,9,4
17,min_max,0.82,7,4,8,4,9,4,8,4
17,min_max,0.83,9,4,10,4,8,4,11,4
17,min_max,0.84,5,4,9,4,8,4,8,4
17,min_max,0.85,9,4,7,4,8,4,10,4
17,min_max,0.86,9,4,9,4,6,4,8,4
17,min_max,0.87,8,4,9,4,8,4,10,4
17,min_max,0.88,8,4,8,4,9,4,7,4
17,min_max,0.89,9,4,8,4,8,4,9,3
17,min_max,0.9,9,3,8,4,9,4,6,4
17,min_max,0.91,5,4,8,4,6,4,8,4
17,min_max,0.92,8,4,8,4,8,4,6,4
17,min_max,0.93,9,4,7,4,7,4,8,4
17,min_max,0.94,8,4,10,2,9,4,9,4
17,min_max,0.95,11,4,9,4,8,4,8,4
17,min_max,0.96,8,4,7,4,8,4,8,4
17,min_max,0.97,6,4,7,4,8,4,9,4
17,min_max,0.98,8,4,10,4,9,4,8,4
17,min_max,0.99,10,5,9,4,9,4,9,4
17,min_max,1,8,4,10,4,10,2,9,4
17,z_score,0.01,8,3,8,4,8,4,8,3
17,z_score,0.02,8,3,10,4,9,4,6,3
17,z_score,0.03,8,3,9,4,11,4,8,4
17,z_score,0.04,7,4,7,3,10,4,5,4
17,z_score,0.05,10,4,11,4,5,3,8,4
17,z_score,0.06,8,3,9,4,9,3,7,4
17,z_score,0.07,7,4,8,4,5,3,6,4
17,z_score,0.08,5,3,6,4,9,4,6,3
17,z_score,0.09,6,3,8,4,8,3,8,3
17,z_score,0.1,7,4,8,3,9,3,8,4
17,z_score,0.11,6,3,8,3,5,4,9,4
17,z_score,0.12,6,3,8,4,8,4,8,3
17,z_score,0.13,10,4,7,4,9,4,8,4
17,z_score,0.14,9,4,8,3,8,4,8,3
17,z_score,0.15,7,4,9,3,9,2,6,4
17,z_score,0.16,9,3,10,4,9,4,5,4
17,z_score,0.17,5,3,5,3,8,4,8,4
17,z_score,0.18,8,4,8,4,9,4,8,3
17,z_score,0.19,5,3,7,4,11,4,10,4
17,z_score,0.2,8,4,7,4,5,3,10,4
17,z_score,0.21,7,4,8,3,8,4,8,4
17,z_score,0.22,7,4,7,4,8,3,5,4
17,z_score,0.23,8,3,8,4,10,4,8,4
17,z_score,0.24,7,4,8,4,9,3,8,4
17,z_score,0.25,9,4,9,3,5,4,5,3
17,z_score,0.26,8,4,8,4,7,4,5,4
17,z_score,0.27,8,4,8,4,7,3,5,3
17,z_score,0.28,6,4,8,4,8,4,7,3
17,z_score,0.29,11,4,7,4,7,4,10,4
17,z_score,0.3,8,4,6,3,8,4,11,4
17,z_score,0.31,5,3,11,4,7,4,7,4
17,z_score,0.32,8,4,8,3,6,3,7,4
17,z_score,0.33,8,4,8,4,6,3,8,4
17,z_score,0.34,8,4,6,3,9,3,9,3
17,z_score,0.35,8,3,8,3,5,4,9,3
17,z_score,0.36,8,4,5,3,10,4,10,4
17,z_score,0.37,5,4,7,3,7,4,8,3
17,z_score,0.38,8,3,5,3,7,4,8,4
17,z_score,0.39,9,3,8,4,8,4,7,4
17,z_score,0.4,5,4,9,2,9,3,5,3
17,z_score,0.41,9,4,8,4,8,4,8,4
17,z_score,0.42,6,4,8,4,8,4,8,4
17,z_score,0.43,6,4,9,4,8,4,8,4
17,z_score,0.44,8,3,10,4,6,3,10,4
17,z_score,0.45,5,4,5,4,7,4,8,4
17,z_score,0.46,5,4,7,4,7,4,6,4
17,z_score,0.47,9,4,8,4,7,3,8,4
17,z_score,0.48,8,4,6,3,9,4,5,3
17,z_score,0.49,7,4,8,3,9,2,8,3
17,z_score,0.5,7,3,6,4,5,3,6,4
17,z_score,0.51,5,4,8,4,6,3,9,4
17,z_score,0.52,6,4,9,4,6,4,9,3
17,z_score,0.53,5,3,6,3,10,4,8,4
17,z_score,0.54,8,3,9,3,5,3,7,4
17,z_score,0.55,7,4,8,4,8,4,9,4
17,z_score,0.56,10,4,8,4,8,3,6,4
17,z_score,0.57,9,4,8,4,6,3,6,4
17,z_score,0.58,7,4,7,4,8,4,10,4
17,z_score,0.59,7,3,7,4,6,4,11,4
17,z_score,0.6,6,3,10,4,8,4,8,4
17,z_score,0.61,6,4,8,4,10,3,9,3
17,z_score,0.62,9,4,11,4,5,3,9,3
17,z_score,0.63,8,4,11,3,5,3,5,3
17,z_score,0.64,8,4,9,3,7,4,5,3
17,z_score,0.65,6,3,8,4,6,4,5,4
17,z_score,0.66,7,4,6,4,9,4,8,3
17,z_score,0.67,11,4,7,4,9,4,4,3
17,z_score,0.68,9,4,8,4,10,4,8,3
17,z_score,0.69,8,3,7,3,8,4,8,4
17,z_score,0.7,9,3,8,4,5,4,6,3
17,z_score,0.71,8,3,7,4,8,4,10,4
17,z_score,0.72,8,4,7,3,7,4,5,4
17,z_score,0.73,8,4,6,3,8,3,8,4
17,z_score,0.74,9,3,8,4,8,4,8,4
17,z_score,0.75,8,3,11,4,9,4,5,3
17,z_score,0.76,9,4,8,3,7,4,7,4
17,z_score,0.77,5,4,8,3,8,3,8,4
17,z_score,0.78,8,4,7,4,8,4,9,3
17,z_score,0.79,8,3,11,4,8,3,7,4
17,z_score,0.8,9,4,9,3,8,3,8,3
17,z_score,0.81,5,4,10,4,6,4,8,3
17,z_score,0.82,6,4,8,3,7,4,5,4
17,z_score,0.83,9,4,7,4,9,4,9,4
17,z_score,0.84,6,3,9,3,7,4,8,4
17,z_score,0.85,8,3,9,3,9,4,8,3
17,z_score,0.86,5,4,9,4,6,4,6,4
17,z_score,0.87,11,4,8,4,8,4,8,3
17,z_score,0.88,7,4,7,3,6,4,7,4
17,z_score,0.89,6,4,7,4,10,4,8,4
17,z_score,0.9,8,3,9,4,8,4,7,4
17,z_score,0.91,7,4,8,4,7,4,8,4
17,z_score,0.92,5,3,5,3,9,4,6,4
17,z_score,0.93,7,4,5,3,5,4,8,3
17,z_score,0.94,7,3,8,3,8,4,8,4
17,z_score,0.95,9,4,5,4,7,3,9,4
17,z_score,0.96,6,3,8,4,7,4,6,4
17,z_score,0.97,7,4,10,3,9,4,8,4
17,z_score,0.98,9,2,5,4,7,3,7,3
17,z_score,0.99,6,4,9,3,5,3,8,3
17,z_score,1,11,4,6,4,5,4,8,3
17,none,0.01,81,23,41,12,48,7,52,10
17,none,0.02,80,17,81,22,82,23,74,20
17,none,0.03,73,18,50,6,51,7,82,22
17,none,0.04,92,24,46,8,56,8,89,24
17,none,0.05,76,17,88,24,79,22,81,22
17,none,0.06,81,22,81,22,80,23,42,10
17,none,0.07,36,9,60,14,85,23,42,10
17,none,0.08,77,21,81,22,81,22,81,23
17,none,0.09,39,8,64,16,80,22,81,22
17,none,0.1,80,23,40,8,93,24,81,22
17,none,0.11,67,16,75,17,40,9,71,20
17,none,0.12,81,23,74,19,81,22,85,23
17,none,0.13,41,10,79,22,49,12,78,21
17,none,0.14,80,22,44,12,78,21,81,22
17,none,0.15,44,4,56,13,81,22,81,22
17,none,0.16,83,23,79,22,68,21,78,21
17,none,0.17,81,23,58,17,50,11,45,9
17,none,0.18,81,22,35,9,79,22,93,25
17,none,0.19,78,23,81,22,79,22,98,26
17,none,0.2,39,6,57,13,81,22,37,8
17,none,0.21,82,23,83,21,80,22,89,23
17,none,0.22,40,7,92,24,51,9,39,6
17,none,0.23,79,22,76,21,79,21,53,14
17,none,0.24,81,22,50,12,65,14,80,22
17,none,0.25,72,17,73,21,102,26,68,18
17,none,0.26,49,10,81,22,56,12,50,10
17,none,0.27,81,22,42,8,42,8,42,6
17,none,0.28,81,22,58,8,81,22,82,23
17,none,0.29,79,22,44,11,67,17,81,22
17,none,0.3,78,21,95,25,66,16,79,22
17,none,0.31,61,15,63,15,38,11,79,22
17,none,0.32,80,22,67,21,81,23,54,11
17,none,0.33,56,12,44,8,81,23,116,29
17,none,0.34,61,10,60,11,83,23,78,21
17,none,0.35,71,17,75,20,75,22,53,9
17,none,0.36,67,16,90,24,84,23,75,21
17,none,0.37,54,12,80,22,65,16,56,13
17,none,0.38,81,22,55,11,91,25,77,18
17,none,0.39,40,4,88,24,79,21,49,11
17,none,0.4,46,11,41,6,77,21,53,12
17,none,0.41,79,21,78,23,81,23,80,22
17,none,0.42,72,20,68,20,79,22,75,22
17,none,0.43,79,19,90,24,78,19,40,12
17,none,0.44,63,14,78,21,42,8,79,22
17,none,0.45,45,10,83,23,36,9,64,19
17,none,0.46,37,7,67,19,73,17,81,23
17,none,0.47,77,21,44,10,69,21,81,22
17,none,0.48,47,10,43,11,81,22,61,12
17,none,0.49,52,10,79,22,39,10,44,7
17,none,0.5,56,7,81,22,73,19,78,22
17,none,0.51,79,22,80,22,76,19,43,7
17,none,0.52,44,10,74,19,43,5,76,21
17,none,0.53,79,22,75,19,81,23,77,21
17,none,0.54,70,19,78,22,81,25,81,22
17,none,0.55,37,7,85,24,51,15,63,20
17,none,0.56,81,22,63,13,81,22,49,10
17,none,0.57,65,18,61,11,77,21,77,20
17,none,0.58,61,18,43,11,81,22,104,24
17,none,0.59,79,22,42,10,79,22,81,22
17,none,0.6,81,22,79,22,75,24,75,19
17,none,0.61,81,22,80,22,79,22,78,21
17,none,0.62,87,21,93,23,46,10,81,22
17,none,0.63,79,16,75,22,81,22,79,23
17,none,0.64,81,22,92,25,54,11,79,21
17,none,0.65,44,6,78,23,81,22,49,8
17,none,0.66,79,22,79,22,81,22,79,22
17,none,0.67,54,11,52,12,44,5,42,11
17,none,0.68,86,23,65,17,81,22,47,8
17,none,0.69,73,21,62,14,79,22,91,18
17,none,0.7,82,23,81,22,68,15,75,22
17,none,0.71,54,13,81,21,98,24,81,23
17,none,0.72,72,20,79,21,81,22,51,11
17,none,0.73,79,22,77,16,81,23,78,21
17,none,0.74,72,16,48,12,42,6,80,22
17,none,0.75,85,23,82,22,81,22,81,22
17,none,0.76,80,22,78,21,82,22,67,19
17,none,0.77,71,18,38,12,42,9,44,10
17,none,0.78,81,22,58,11,61,16,50,5
17,none,0.79,54,13,81,22,100,26,65,17
17,none,0.8,81,22,79,22,69,17,79,22
17,none,0.81,81,22,80,22,64,15,81,23
17,none,0.82,71,10,81,22,44,7,79,21
17,none,0.83,54,11,63,14,70,19,70,15
17,none,0.84,79,19,81,22,78,21,74,20
17,none,0.85,71,20,35,8,78,21,76,23
17,none,0.86,76,20,79,21,81,23,63,20
17,none,0.87,44,9,66,12,84,23,78,21
17,none,0.88,78,22,50,13,81,22,81,22
17,none,0.89,46,12,81,22,69,11,69,13
17,none,0.9,79,22,38,11,67,20,81,22
17,none,0.91,81,23,41,8,71,20,52,12
17,none,0.92,56,11,80,22,81,22,73,17
17,none,0.93,65,15,47,10,88,23,88,23
17,none,0.94,54,12,81,22,85,23,73,19
17,none,0.95,76,21,58,14,79,22,44,11
17,none,0.96,75,23,81,22,78,22,68,21
17,none,0.97,78,22,77,21,67,20,79,22
17,none,0.98,81,22,46,11,54,13,45,10
17,none,0.99,81,22,85,24,76,21,55,11
17,none,1,74,22,57,13,81,22,81,22
18,min_max,0.01,8,4,8,4,8,4,9,4
18,min_max,0.02,8,4,11,4,7,4,7,4
18,min_max,0.03,9,4,9,3,5,4,7,4
18,min_max,0.04,10,4,8,4,9,2,7,4
18,min_max,0.05,9,4,8,4,9,4,10,2
18,min_max,0.06,8,4,11,4,9,3,9,4
18,min_max,0.07,7,4,8,4,9,4,8,4
18,min_max,0.08,7,4,9,4,9,4,8,4
18,min_max,0.09,8,3,8,4,7,4,8,4
18,min_max,0.1,9,3,8,4,6,4,8,4
18,min_max,0.11,9,4,8,4,8,4,6,4
18,min_max,0.12,9,4,9,4,8,4,8,4
18,min_max,0.13,8,4,9,4,9,4,8,4
18,min_max,0.14,9,4,11,5,9,3,9,4
18,min_max,0.15,6,4,8,4,8,4,8,4
18,min_max,0.16,8,4,11,4,9,4,8,4
18,min_max,0.17,9,4,8,4,8,4,8,4
18,min_max,0.18,9,4,6,4,8,4,9,4
18,min_max,0.19,8,4,8,4,9,4,9,4
18,min_max,0.2,10,4,7,4,8,4,8,4
18,min_max,0.21,7,4,8,4,8,4,8,4
18,min_max,0.22,8,4,9,3,8,4,9,4
18,min_max,0.23,9,4,9,4,9,2,10,2
18,min_max,0.24,9,4,6,4,6,4,8,4
18,min_max,0.25,8,4,5,4,8,4,6,4
18,min_max,0.26,9,4,6,4,8,4,9,4
18,min_max,0.27,9,4,8,4,9,4,11,5
18,min_max,0.28,8,4,7,4,8,4,6,4
18,min_max,0.29,8,4,9,4,9,4,9,2
18,min_max,0.3,8,4,8,4,8,4,8,4
18,min_max,0.31,10,4,9,4,9,4,11,4
18,min_max,0.32,6,4,8,4,9,4,10,4
18,min_max,0.33,9,4,9,4,9,4,7,4
18,min_max,0.34,6,4,12,6,7,4,9,4
18,min_max,0.35,7,4,7,4,7,4,8,4
18,min_max,0.36,9,2,8,4,9,4,9,2
18,min_max,0.37,6,4,11,4,9,3,10,4
18,min_max,0.38,8,4,8,4,7,4,9,3
18,min_max,0.39,7,4,8,4,9,3,6,4
18,min_max,0.4,5,4,9,4,8,4,8,4
18,min_max,0.41,9,4,10,4,9,4,8,4
18,min_max,0.42,9,4,9,4,8,4,10,4
18,min_max,0.43,8,4,7,4,8,4,11,5
18,min_max,0.44,8,4,9,4,8,4,8,4
18,min_max,0.45,9,4,11,5,8,4,10,2
18,min_max,0.46,9,4,9,4,7,4,9,4
18,min_max,0.47,7,4,8,4,8,4,11,4
18,min_max,0.48,8,4,5,4,9,4,8,4
18,min_max,0.49,9,4,7,4,8,4,10,4
18,min_max,0.5,8,4,8,4,9,4,9,4
18,min_max,0.51,8,4,8,4,9,2,7,4
18,min_max,0.52,9,4,9,3,9,4,8,3
18,min_max,0.53,9,3,8,4,11,2,9,4
18,min_max,0.54,8,4,8,4,9,4,10,4
18,min_max,0.55,11,4,9,4,7,4,9,4
18,min_max,0.56,9,3,9,4,6,4,9,4
18,min_max,0.57,8,4,8,4,9,4,8,4
18,min_max,0.58,9,4,11,5,9,4,9,4
18,min_max,0.59,10,4,10,4,6,4,7,4
18,min_max,0.6,9,4,7,4,9,4,9,4
18,min_max,0.61,8,4,8,4,8,4,8,4
18,min_max,0.62,8,4,8,4,9,4,9,3
